ID_Vivienda,Tipo_Vivienda,Barrio,Tipo_Tarifa,Periodo_Inicio,Periodo_Fin,Coste_Potencia_EUR,Consumo_Punta_kWh,Consumo_Valle_kWh,Precio_kWh,Importe_Total_EUR
022,Apartamento,Sur,tramos,2023-10-01,2023-10-31,67.33,197.37,152.91,0.30/0.16,151.01
022,Apartamento,Sur,tramos,2023-11-01,2023-11-30,67.33,184.19,164.18,0.28/0.14,141.89
022,Apartamento,Sur,tramos,2023-12-01,2023-12-31,67.33,191.13,158.72,0.26/0.15,140.83
023,Casa,Nervión,única,2023-01-01,2023-01-31,67.87,98.26,140.2,0.20,115.56
023,Casa,Nervión,única,2023-02-01,2023-02-28,67.87,104.42,137.35,0.17,108.97
023,Casa,Nervión,única,2023-03-01,2023-03-31,67.87,112.85,141.41,0.19,116.18
023,Casa,Nervión,única,2023-04-01,2023-04-30,67.87,119.81,136.54,0.25,131.96
023,Casa,Nervión,única,2023-05-01,2023-05-31,67.87,134.17,106.3,0.14,101.54
023,Casa,Nervión,única,2023-06-01,2023-06-30,67.87,124.91,125.09,0.16,107.87
023,Casa,Nervión,única,2023-07-01,2023-07-31,67.87,134.84,113.1,0.15,105.06
023,Casa,Nervión,única,2023-08-01,2023-08-31,67.87,144.66,96.74,0.15,104.08
023,Casa,Nervión,única,2023-09-01,2023-09-30,67.87,135.87,120.46,0.26,134.51
023,Casa,Nervión,única,2023-10-01,2023-10-31,67.87,129.09,111.73,0.24,125.67
023,Casa,Nervión,única,2023-11-01,2023-11-30,67.87,96.77,141.5,0.21,117.91
023,Casa,Nervión,única,2023-12-01,2023-12-31,67.87,119.18,122.8,0.15,104.17
024,Casa,San Pablo-Santa Justa,tramos,2023-01-01,2023-01-31,50.53,189.99,158.34,0.26/0.13,120.51
024,Casa,San Pablo-Santa Justa,tramos,2023-02-01,2023-02-28,50.53,167.75,178.06,0.30/0.11,120.44
024,Casa,San Pablo-Santa Justa,tramos,2023-03-01,2023-03-31,50.53,160.22,177.65,0.24/0.10,106.75
024,Casa,San Pablo-Santa Justa,tramos,2023-04-01,2023-04-30,50.53,143.1,207.61,0.21/0.11,103.42
024,Casa,San Pablo-Santa Justa,tramos,2023-05-01,2023-05-31,50.53,179.63,168.67,0.27/0.14,122.64
024,Casa,San Pablo-Santa Justa,tramos,2023-06-01,2023-06-30,50.53,185.17,154.56,0.21/0.15,112.6
024,Casa,San Pablo-Santa Justa,tramos,2023-07-01,2023-07-31,50.53,195.79,144.9,0.23/0.15,117.3
024,Casa,San Pablo-Santa Justa,tramos,2023-08-01,2023-08-31,50.53,169.02,179.95,0.18/0.12,102.55
024,Casa,San Pablo-Santa Justa,tramos,2023-09-01,2023-09-30,50.53,174.46,162.03,0.17/0.18,109.35
024,Casa,San Pablo-Santa Justa,tramos,2023-10-01,2023-10-31,50.53,154.4,194.81,0.30/0.16,128.02
024,Casa,San Pablo-Santa Justa,tramos,2023-11-01,2023-11-30,50.53,180.75,162.67,0.28/0.14,123.91
024,Casa,San Pablo-Santa Justa,tramos,2023-12-01,2023-12-31,50.53,147.34,198.28,0.26/0.15,118.58
025,Casa,Macarena,única,2023-01-01,2023-01-31,76.53,174.23,125.23,0.20,136.42
025,Casa,Macarena,única,2023-02-01,2023-02-28,76.53,129.21,159.52,0.17,125.61
025,Casa,Macarena,única,2023-03-01,2023-03-31,76.53,132.85,171.72,0.19,134.4
025,Casa,Macarena,única,2023-04-01,2023-04-30,76.53,150.65,151.58,0.25,152.09
025,Casa,Macarena,única,2023-05-01,2023-05-31,76.53,166.55,123.53,0.14,117.14
025,Casa,Macarena,única,2023-06-01,2023-06-30,76.53,147.89,146.15,0.16,123.58
025,Casa,Macarena,única,2023-07-01,2023-07-31,76.53,151.6,140.73,0.15,120.38
025,Casa,Macarena,única,2023-08-01,2023-08-31,76.53,137.92,150.49,0.15,119.79
025,Casa,Macarena,única,2023-09-01,2023-09-30,76.53,137.53,167.0,0.26,155.71
025,Casa,Macarena,única,2023-10-01,2023-10-31,76.53,138.71,159.57,0.24,148.12
025,Casa,Macarena,única,2023-11-01,2023-11-30,76.53,128.11,172.5,0.21,139.66
025,Casa,Macarena,única,2023-12-01,2023-12-31,76.53,149.45,155.08,0.15,122.21
026,Casa,Bellavista-La Palmera,única,2023-01-01,2023-01-31,54.13,70.42,99.38,0.20,88.09
026,Casa,Bellavista-La Palmera,única,2023-02-01,2023-02-28,54.13,84.9,83.57,0.17,82.77
026,Casa,Bellavista-La Palmera,única,2023-03-01,2023-03-31,54.13,97.21,74.61,0.19,86.78
026,Casa,Bellavista-La Palmera,única,2023-04-01,2023-04-30,54.13,78.12,95.58,0.25,97.55
026,Casa,Bellavista-La Palmera,única,2023-05-01,2023-05-31,54.13,96.05,81.37,0.14,78.97
026,Casa,Bellavista-La Palmera,única,2023-06-01,2023-06-30,54.13,73.01,95.41,0.16,81.08
026,Casa,Bellavista-La Palmera,única,2023-07-01,2023-07-31,54.13,90.75,75.07,0.15,79.0
026,Casa,Bellavista-La Palmera,única,2023-08-01,2023-08-31,54.13,88.27,90.08,0.15,80.88
026,Casa,Bellavista-La Palmera,única,2023-09-01,2023-09-30,54.13,102.11,79.86,0.26,101.44
026,Casa,Bellavista-La Palmera,única,2023-10-01,2023-10-31,54.13,101.41,75.37,0.24,96.56
026,Casa,Bellavista-La Palmera,única,2023-11-01,2023-11-30,54.13,71.47,97.73,0.21,89.66
026,Casa,Bellavista-La Palmera,única,2023-12-01,2023-12-31,54.13,70.14,100.34,0.15,79.7
027,Casa,Triana,tramos,2023-01-01,2023-01-31,76.0,104.44,73.38,0.26/0.13,112.69
027,Casa,Triana,tramos,2023-02-01,2023-02-28,76.0,71.3,96.69,0.30/0.11,108.03
027,Casa,Triana,tramos,2023-03-01,2023-03-31,76.0,103.42,72.83,0.24/0.10,108.1
027,Casa,Triana,tramos,2023-04-01,2023-04-30,76.0,87.01,86.51,0.21/0.11,103.79
027,Casa,Triana,tramos,2023-05-01,2023-05-31,76.0,72.2,95.83,0.27/0.14,108.91
027,Casa,Triana,tramos,2023-06-01,2023-06-30,76.0,110.86,76.08,0.21/0.15,110.69
027,Casa,Triana,tramos,2023-07-01,2023-07-31,76.0,98.77,68.53,0.23/0.15,109.0
027,Casa,Triana,tramos,2023-08-01,2023-08-31,76.0,103.23,76.75,0.18/0.12,103.79
027,Casa,Triana,tramos,2023-09-01,2023-09-30,76.0,88.7,87.6,0.17/0.18,106.85
027,Casa,Triana,tramos,2023-10-01,2023-10-31,76.0,94.39,82.58,0.30/0.16,117.53
027,Casa,Triana,tramos,2023-11-01,2023-11-30,76.0,69.02,100.98,0.28/0.14,109.46
027,Casa,Triana,tramos,2023-12-01,2023-12-31,76.0,93.78,79.58,0.26/0.15,112.32
028,Casa,Macarena,tramos,2023-01-01,2023-01-31,58.67,106.83,92.97,0.26/0.13,98.53
028,Casa,Macarena,tramos,2023-02-01,2023-02-28,58.67,90.11,125.06,0.30/0.11,99.46
028,Casa,Macarena,tramos,2023-03-01,2023-03-31,58.67,102.26,106.96,0.24/0.10,93.91
028,Casa,Macarena,tramos,2023-04-01,2023-04-30,58.67,92.8,120.33,0.21/0.11,91.4
028,Casa,Macarena,tramos,2023-05-01,2023-05-31,58.67,118.99,90.64,0.27/0.14,103.49
028,Casa,Macarena,tramos,2023-06-01,2023-06-30,58.67,115.2,99.46,0.21/0.15,97.78
028,Casa,Macarena,tramos,2023-07-01,2023-07-31,58.67,107.71,98.01,0.23/0.15,98.14
028,Casa,Macarena,tramos,2023-08-01,2023-08-31,58.67,109.58,103.56,0.18/0.12,90.82
028,Casa,Macarena,tramos,2023-09-01,2023-09-30,58.67,115.11,81.26,0.17/0.18,92.87
028,Casa,Macarena,tramos,2023-10-01,2023-10-31,58.67,112.18,97.38,0.30/0.16,107.9
028,Casa,Macarena,tramos,2023-11-01,2023-11-30,58.67,106.4,93.68,0.28/0.14,101.58
028,Casa,Macarena,tramos,2023-12-01,2023-12-31,58.67,107.98,95.66,0.26/0.15,101.1
029,Casa,Nervión,tramos,2023-01-01,2023-01-31,47.07,111.11,97.91,0.26/0.13,88.69
029,Casa,Nervión,tramos,2023-02-01,2023-02-28,47.07,92.94,133.94,0.30/0.11,89.69
029,Casa,Nervión,tramos,2023-03-01,2023-03-31,47.07,109.0,117.43,0.24/0.10,84.97
029,Casa,Nervión,tramos,2023-04-01,2023-04-30,47.07,124.82,99.48,0.21/0.11,84.23
029,Casa,Nervión,tramos,2023-05-01,2023-05-31,47.07,119.52,98.71,0.27/0.14,93.16
029,Casa,Nervión,tramos,2023-06-01,2023-06-30,47.07,107.93,116.53,0.21/0.15,87.21
029,Casa,Nervión,tramos,2023-07-01,2023-07-31,47.07,113.87,99.56,0.23/0.15,88.19
029,Casa,Nervión,tramos,2023-08-01,2023-08-31,47.07,123.22,99.82,0.18/0.12,81.23
029,Casa,Nervión,tramos,2023-09-01,2023-09-30,47.07,108.55,114.29,0.17/0.18,86.1
029,Casa,Nervión,tramos,2023-10-01,2023-10-31,47.07,94.67,128.58,0.30/0.16,96.04
029,Casa,Nervión,tramos,2023-11-01,2023-11-30,47.07,87.36,130.42,0.28/0.14,89.79
029,Casa,Nervión,tramos,2023-12-01,2023-12-31,47.07,100.99,112.39,0.26/0.15,90.19
030,Casa,Triana,tramos,2023-01-01,2023-01-31,56.53,174.31,149.03,0.26/0.13,121.22
030,Casa,Triana,tramos,2023-02-01,2023-02-28,56.53,158.27,164.91,0.30/0.11,122.15
030,Casa,Triana,tramos,2023-03-01,2023-03-31,56.53,151.96,168.2,0.24/0.10,109.82
030,Casa,Triana,tramos,2023-04-01,2023-04-30,56.53,132.67,187.29,0.21/0.11,104.99
030,Casa,Triana,tramos,2023-05-01,2023-05-31,56.53,174.76,152.72,0.27/0.14,125.1
030,Casa,Triana,tramos,2023-06-01,2023-06-30,56.53,161.51,166.29,0.21/0.15,115.39
030,Casa,Triana,tramos,2023-07-01,2023-07-31,56.53,184.97,138.03,0.23/0.15,119.78
030,Casa,Triana,tramos,2023-08-01,2023-08-31,56.53,161.54,164.25,0.18/0.12,105.32
030,Casa,Triana,tramos,2023-09-01,2023-09-30,56.53,147.93,167.99,0.17/0.18,111.92
030,Casa,Triana,tramos,2023-10-01,2023-10-31,56.53,154.97,168.04,0.30/0.16,129.91
030,Casa,Triana,tramos,2023-11-01,2023-11-30,56.53,165.7,161.31,0.28/0.14,125.51
030,Casa,Triana,tramos,2023-12-01,2023-12-31,56.53,181.14,146.43,0.26/0.15,125.59
031,Apartamento,Casco Antiguo,única,2023-01-01,2023-01-31,65.47,151.99,127.59,0.20,121.39
031,Apartamento,Casco Antiguo,única,2023-02-01,2023-02-28,65.47,114.0,168.43,0.17,113.48
031,Apartamento,Casco Antiguo,única,2023-03-01,2023-03-31,65.47,107.3,159.94,0.19,116.24
031,Apartamento,Casco Antiguo,única,2023-04-01,2023-04-30,65.47,160.13,116.14,0.25,134.54
031,Apartamento,Casco Antiguo,única,2023-05-01,2023-05-31,65.47,157.0,111.19,0.14,103.02
031,Apartamento,Casco Antiguo,única,2023-06-01,2023-06-30,65.47,155.25,109.28,0.16,107.79
031,Apartamento,Casco Antiguo,única,2023-07-01,2023-07-31,65.47,113.62,156.73,0.15,106.02
031,Apartamento,Casco Antiguo,única,2023-08-01,2023-08-31,65.47,123.24,149.8,0.15,106.43
031,Apartamento,Casco Antiguo,única,2023-09-01,2023-09-30,65.47,124.14,144.88,0.26,135.41
031,Apartamento,Casco Antiguo,única,2023-10-01,2023-10-31,65.47,141.88,137.5,0.24,132.52
031,Apartamento,Casco Antiguo,única,2023-11-01,2023-11-30,65.47,140.72,128.83,0.21,122.07
031,Apartamento,Casco Antiguo,única,2023-12-01,2023-12-31,65.47,126.2,151.45,0.15,107.12
032,Apartamento,Macarena,tramos,2023-01-01,2023-01-31,66.93,86.59,117.44,0.26/0.13,104.71
032,Apartamento,Macarena,tramos,2023-02-01,2023-02-28,66.93,106.91,92.47,0.30/0.11,109.18
032,Apartamento,Macarena,tramos,2023-03-01,2023-03-31,66.93,100.7,98.69,0.24/0.10,100.97
032,Apartamento,Macarena,tramos,2023-04-01,2023-04-30,66.93,88.46,121.48,0.21/0.11,98.87
032,Apartamento,Macarena,tramos,2023-05-01,2023-05-31,66.93,93.47,113.64,0.27/0.14,108.08
032,Apartamento,Macarena,tramos,2023-06-01,2023-06-30,66.93,106.8,108.22,0.21/0.15,105.59
032,Apartamento,Macarena,tramos,2023-07-01,2023-07-31,66.93,108.07,103.81,0.23/0.15,107.36
032,Apartamento,Macarena,tramos,2023-08-01,2023-08-31,66.93,103.55,93.08,0.18/0.12,96.74
032,Apartamento,Macarena,tramos,2023-09-01,2023-09-30,66.93,111.76,103.03,0.17/0.18,104.47
032,Apartamento,Macarena,tramos,2023-10-01,2023-10-31,66.93,122.37,89.77,0.30/0.16,118.01
032,Apartamento,Macarena,tramos,2023-11-01,2023-11-30,66.93,88.62,111.7,0.28/0.14,107.38
032,Apartamento,Macarena,tramos,2023-12-01,2023-12-31,66.93,100.29,107.69,0.26/0.15,109.16
033,Casa,Este-Alcosa-Torreblanca,única,2023-01-01,2023-01-31,62.27,101.26,73.33,0.20,97.19
033,Casa,Este-Alcosa-Torreblanca,única,2023-02-01,2023-02-28,62.27,73.75,91.11,0.17,90.3
033,Casa,Este-Alcosa-Torreblanca,única,2023-03-01,2023-03-31,62.27,78.89,94.51,0.19,95.22
033,Casa,Este-Alcosa-Torreblanca,única,2023-04-01,2023-04-30,62.27,84.46,89.78,0.25,105.83
033,Casa,Este-Alcosa-Torreblanca,única,2023-05-01,2023-05-31,62.27,71.73,99.41,0.14,86.23
033,Casa,Este-Alcosa-Torreblanca,única,2023-06-01,2023-06-30,62.27,83.49,86.78,0.16,89.51
033,Casa,Este-Alcosa-Torreblanca,única,2023-07-01,2023-07-31,62.27,73.51,96.02,0.15,87.7
033,Casa,Este-Alcosa-Torreblanca,única,2023-08-01,2023-08-31,62.27,98.78,73.75,0.15,88.15
033,Casa,Este-Alcosa-Torreblanca,única,2023-09-01,2023-09-30,62.27,67.95,94.17,0.26,104.42
033,Casa,Este-Alcosa-Torreblanca,única,2023-10-01,2023-10-31,62.27,83.63,74.64,0.24,100.25
033,Casa,Este-Alcosa-Torreblanca,única,2023-11-01,2023-11-30,62.27,86.55,83.38,0.21,97.96
033,Casa,Este-Alcosa-Torreblanca,única,2023-12-01,2023-12-31,62.27,77.67,84.76,0.15,86.63
034,Casa,Triana,tramos,2023-01-01,2023-01-31,59.73,149.93,150.32,0.26/0.13,118.25
034,Casa,Triana,tramos,2023-02-01,2023-02-28,59.73,131.65,176.46,0.30/0.11,118.64
034,Casa,Triana,tramos,2023-03-01,2023-03-31,59.73,145.35,156.92,0.24/0.10,110.3
034,Casa,Triana,tramos,2023-04-01,2023-04-30,59.73,161.38,135.54,0.21/0.11,108.53
034,Casa,Triana,tramos,2023-05-01,2023-05-31,59.73,180.8,121.41,0.27/0.14,125.54
034,Casa,Triana,tramos,2023-06-01,2023-06-30,59.73,122.43,168.5,0.21/0.15,110.71
034,Casa,Triana,tramos,2023-07-01,2023-07-31,59.73,156.17,146.68,0.23/0.15,117.65
034,Casa,Triana,tramos,2023-08-01,2023-08-31,59.73,122.2,171.64,0.18/0.12,102.32
034,Casa,Triana,tramos,2023-09-01,2023-09-30,59.73,167.91,122.17,0.17/0.18,110.26
034,Casa,Triana,tramos,2023-10-01,2023-10-31,59.73,135.78,156.42,0.30/0.16,125.49
034,Casa,Triana,tramos,2023-11-01,2023-11-30,59.73,137.95,154.94,0.28/0.14,120.05
034,Casa,Triana,tramos,2023-12-01,2023-12-31,59.73,145.98,143.77,0.26/0.15,119.25
035,Casa,Nervión,tramos,2023-01-01,2023-01-31,62.93,134.18,105.39,0.26/0.13,111.52
035,Casa,Nervión,tramos,2023-02-01,2023-02-28,62.93,123.39,119.5,0.30/0.11,113.09
035,Casa,Nervión,tramos,2023-03-01,2023-03-31,62.93,135.63,120.19,0.24/0.10,107.5
035,Casa,Nervión,tramos,2023-04-01,2023-04-30,62.93,115.7,133.18,0.21/0.11,101.88
035,Casa,Nervión,tramos,2023-05-01,2023-05-31,62.93,130.74,114.14,0.27/0.14,114.21
035,Casa,Nervión,tramos,2023-06-01,2023-06-30,62.93,137.41,120.7,0.21/0.15,109.89
035,Casa,Nervión,tramos,2023-07-01,2023-07-31,62.93,136.19,113.18,0.23/0.15,111.23
035,Casa,Nervión,tramos,2023-08-01,2023-08-31,62.93,101.99,145.54,0.18/0.12,98.75
035,Casa,Nervión,tramos,2023-09-01,2023-09-30,62.93,147.57,101.9,0.17/0.18,106.36
035,Casa,Nervión,tramos,2023-10-01,2023-10-31,62.93,130.05,111.68,0.30/0.16,119.81
035,Casa,Nervión,tramos,2023-11-01,2023-11-30,62.93,122.86,119.38,0.28/0.14,114.04
035,Casa,Nervión,tramos,2023-12-01,2023-12-31,62.93,117.69,122.46,0.26/0.15,111.9
036,Apartamento,Los Remedios,tramos,2023-01-01,2023-01-31,64.13,77.66,87.74,0.26/0.13,95.73
036,Apartamento,Los Remedios,tramos,2023-02-01,2023-02-28,64.13,91.45,72.12,0.30/0.11,99.5
036,Apartamento,Los Remedios,tramos,2023-03-01,2023-03-31,64.13,75.45,93.37,0.24/0.10,91.58
036,Apartamento,Los Remedios,tramos,2023-04-01,2023-04-30,64.13,68.13,90.14,0.21/0.11,88.35
036,Apartamento,Los Remedios,tramos,2023-05-01,2023-05-31,64.13,99.59,70.54,0.27/0.14,100.9
036,Apartamento,Los Remedios,tramos,2023-06-01,2023-06-30,64.13,91.56,69.52,0.21/0.15,93.79
036,Apartamento,Los Remedios,tramos,2023-07-01,2023-07-31,64.13,84.32,76.38,0.23/0.15,94.98
036,Apartamento,Los Remedios,tramos,2023-08-01,2023-08-31,64.13,83.79,68.27,0.18/0.12,87.41
036,Apartamento,Los Remedios,tramos,2023-09-01,2023-09-30,64.13,86.38,66.45,0.17/0.18,90.78
036,Apartamento,Los Remedios,tramos,2023-10-01,2023-10-31,64.13,89.89,76.03,0.30/0.16,103.26
036,Apartamento,Los Remedios,tramos,2023-11-01,2023-11-30,64.13,69.56,81.45,0.28/0.14,95.01
036,Apartamento,Los Remedios,tramos,2023-12-01,2023-12-31,64.13,73.42,82.12,0.26/0.15,95.54
037,Casa,San Pablo-Santa Justa,única,2023-01-01,2023-01-31,48.53,123.58,86.81,0.20,90.61
037,Casa,San Pablo-Santa Justa,única,2023-02-01,2023-02-28,48.53,101.31,118.4,0.17,85.88
037,Casa,San Pablo-Santa Justa,única,2023-03-01,2023-03-31,48.53,106.0,110.58,0.19,89.68
037,Casa,San Pablo-Santa Justa,única,2023-04-01,2023-04-30,48.53,111.02,109.63,0.25,103.69
037,Casa,San Pablo-Santa Justa,única,2023-05-01,2023-05-31,48.53,113.38,113.65,0.14,80.31
037,Casa,San Pablo-Santa Justa,única,2023-06-01,2023-06-30,48.53,130.3,98.18,0.16,85.09
037,Casa,San Pablo-Santa Justa,única,2023-07-01,2023-07-31,48.53,124.73,88.08,0.15,80.45
037,Casa,San Pablo-Santa Justa,única,2023-08-01,2023-08-31,48.53,118.88,92.09,0.15,80.18
037,Casa,San Pablo-Santa Justa,única,2023-09-01,2023-09-30,48.53,124.47,91.78,0.26,104.76
037,Casa,San Pablo-Santa Justa,única,2023-10-01,2023-10-31,48.53,126.83,99.17,0.24,102.77
037,Casa,San Pablo-Santa Justa,única,2023-11-01,2023-11-30,48.53,103.45,120.99,0.21,95.66
037,Casa,San Pablo-Santa Justa,única,2023-12-01,2023-12-31,48.53,101.05,109.21,0.15,80.07
038,Apartamento,Cerro-Amate,tramos,2023-01-01,2023-01-31,57.33,197.38,168.82,0.26/0.13,130.6
038,Apartamento,Cerro-Amate,tramos,2023-02-01,2023-02-28,57.33,219.99,149.66,0.30/0.11,139.79
038,Apartamento,Cerro-Amate,tramos,2023-03-01,2023-03-31,57.33,212.0,163.55,0.24/0.10,124.56
038,Apartamento,Cerro-Amate,tramos,2023-04-01,2023-04-30,57.33,209.14,156.24,0.21/0.11,118.44
038,Apartamento,Cerro-Amate,tramos,2023-05-01,2023-05-31,57.33,189.61,191.58,0.27/0.14,135.34
038,Apartamento,Cerro-Amate,tramos,2023-06-01,2023-06-30,57.33,207.28,167.57,0.21/0.15,126.0
038,Apartamento,Cerro-Amate,tramos,2023-07-01,2023-07-31,57.33,183.3,182.93,0.23/0.15,126.93
038,Apartamento,Cerro-Amate,tramos,2023-08-01,2023-08-31,57.33,159.13,211.57,0.18/0.12,111.36
038,Apartamento,Cerro-Amate,tramos,2023-09-01,2023-09-30,57.33,153.08,217.0,0.17/0.18,122.41
038,Apartamento,Cerro-Amate,tramos,2023-10-01,2023-10-31,57.33,155.12,208.13,0.30/0.16,137.17
038,Apartamento,Cerro-Amate,tramos,2023-11-01,2023-11-30,57.33,194.78,187.21,0.28/0.14,138.08
038,Apartamento,Cerro-Amate,tramos,2023-12-01,2023-12-31,57.33,185.87,196.18,0.26/0.15,135.08
039,Apartamento,Sur,tramos,2023-01-01,2023-01-31,53.47,68.92,68.58,0.26/0.13,80.31
039,Apartamento,Sur,tramos,2023-02-01,2023-02-28,53.47,58.98,81.08,0.30/0.11,80.08
039,Apartamento,Sur,tramos,2023-03-01,2023-03-31,53.47,63.86,80.23,0.24/0.10,76.82
039,Apartamento,Sur,tramos,2023-04-01,2023-04-30,53.47,76.15,67.52,0.21/0.11,76.89
039,Apartamento,Sur,tramos,2023-05-01,2023-05-31,53.47,55.37,78.94,0.27/0.14,79.47
039,Apartamento,Sur,tramos,2023-06-01,2023-06-30,53.47,72.26,74.62,0.21/0.15,79.84
039,Apartamento,Sur,tramos,2023-07-01,2023-07-31,53.47,79.32,53.11,0.23/0.15,79.68
039,Apartamento,Sur,tramos,2023-08-01,2023-08-31,53.47,71.38,61.05,0.18/0.12,73.64
039,Apartamento,Sur,tramos,2023-09-01,2023-09-30,53.47,67.6,83.35,0.17/0.18,79.96
039,Apartamento,Sur,tramos,2023-10-01,2023-10-31,53.47,56.9,77.21,0.30/0.16,82.89
039,Apartamento,Sur,tramos,2023-11-01,2023-11-30,53.47,57.71,79.63,0.28/0.14,80.78
039,Apartamento,Sur,tramos,2023-12-01,2023-12-31,53.47,59.85,85.26,0.26/0.15,81.82
040,Apartamento,Cerro-Amate,tramos,2023-01-01,2023-01-31,70.67,76.09,50.86,0.26/0.13,97.06
040,Apartamento,Cerro-Amate,tramos,2023-02-01,2023-02-28,70.67,69.59,63.45,0.30/0.11,98.53
040,Apartamento,Cerro-Amate,tramos,2023-03-01,2023-03-31,70.67,64.49,58.4,0.24/0.10,91.99
040,Apartamento,Cerro-Amate,tramos,2023-04-01,2023-04-30,70.67,61.77,65.53,0.21/0.11,90.85
040,Apartamento,Cerro-Amate,tramos,2023-05-01,2023-05-31,70.67,68.92,50.46,0.27/0.14,96.34
040,Apartamento,Cerro-Amate,tramos,2023-06-01,2023-06-30,70.67,55.2,70.56,0.21/0.15,92.85
040,Apartamento,Cerro-Amate,tramos,2023-07-01,2023-07-31,70.67,59.93,64.19,0.23/0.15,94.08
040,Apartamento,Cerro-Amate,tramos,2023-08-01,2023-08-31,70.67,72.88,60.43,0.18/0.12,91.04
040,Apartamento,Cerro-Amate,tramos,2023-09-01,2023-09-30,70.67,53.15,79.0,0.17/0.18,93.92
040,Apartamento,Cerro-Amate,tramos,2023-10-01,2023-10-31,70.67,62.07,63.01,0.30/0.16,99.37
040,Apartamento,Cerro-Amate,tramos,2023-11-01,2023-11-30,70.67,52.94,64.2,0.28/0.14,94.48
040,Apartamento,Cerro-Amate,tramos,2023-12-01,2023-12-31,70.67,56.41,75.56,0.26/0.15,96.67
041,Apartamento,Nervión,tramos,2023-01-01,2023-01-31,60.4,52.49,65.99,0.26/0.13,82.63
041,Apartamento,Nervión,tramos,2023-02-01,2023-02-28,60.4,48.42,59.6,0.30/0.11,81.48
041,Apartamento,Nervión,tramos,2023-03-01,2023-03-31,60.4,71.32,55.97,0.24/0.10,83.11
041,Apartamento,Nervión,tramos,2023-04-01,2023-04-30,60.4,63.17,63.79,0.21/0.11,80.68
041,Apartamento,Nervión,tramos,2023-05-01,2023-05-31,60.4,56.04,53.93,0.27/0.14,83.08
041,Apartamento,Nervión,tramos,2023-06-01,2023-06-30,60.4,66.48,50.38,0.21/0.15,81.92
041,Apartamento,Nervión,tramos,2023-07-01,2023-07-31,60.4,54.61,55.12,0.23/0.15,81.23
041,Apartamento,Nervión,tramos,2023-08-01,2023-08-31,60.4,51.5,59.27,0.18/0.12,76.78
041,Apartamento,Nervión,tramos,2023-09-01,2023-09-30,60.4,60.67,61.85,0.17/0.18,81.85
041,Apartamento,Nervión,tramos,2023-10-01,2023-10-31,60.4,55.21,60.08,0.30/0.16,86.58
041,Apartamento,Nervión,tramos,2023-11-01,2023-11-30,60.4,65.15,51.81,0.28/0.14,85.89
041,Apartamento,Nervión,tramos,2023-12-01,2023-12-31,60.4,74.24,51.37,0.26/0.15,87.41
042,Apartamento,Bellavista-La Palmera,única,2023-01-01,2023-01-31,76.13,153.4,177.86,0.20,142.38
042,Apartamento,Bellavista-La Palmera,única,2023-02-01,2023-02-28,76.13,160.54,168.76,0.17,132.11
042,Apartamento,Bellavista-La Palmera,única,2023-03-01,2023-03-31,76.13,182.17,138.45,0.19,137.05
042,Apartamento,Bellavista-La Palmera,única,2023-04-01,2023-04-30,76.13,183.56,132.73,0.25,155.2
042,Apartamento,Bellavista-La Palmera,única,2023-05-01,2023-05-31,76.13,171.29,153.47,0.14,121.6
042,Apartamento,Bellavista-La Palmera,única,2023-06-01,2023-06-30,76.13,190.33,138.38,0.16,128.72
042,Apartamento,Bellavista-La Palmera,única,2023-07-01,2023-07-31,76.13,171.61,156.65,0.15,125.37
042,Apartamento,Bellavista-La Palmera,única,2023-08-01,2023-08-31,76.13,159.6,157.26,0.15,123.66
042,Apartamento,Bellavista-La Palmera,única,2023-09-01,2023-09-30,76.13,174.39,144.14,0.26,158.95
042,Apartamento,Bellavista-La Palmera,única,2023-10-01,2023-10-31,76.13,174.63,151.14,0.24,154.32
042,Apartamento,Bellavista-La Palmera,única,2023-11-01,2023-11-30,76.13,131.91,184.45,0.21,142.57
042,Apartamento,Bellavista-La Palmera,única,2023-12-01,2023-12-31,76.13,136.7,193.16,0.15,125.61
043,Casa,Bellavista-La Palmera,tramos,2023-01-01,2023-01-31,58.27,88.8,131.87,0.26/0.13,98.5
043,Casa,Bellavista-La Palmera,tramos,2023-02-01,2023-02-28,58.27,130.51,107.87,0.30/0.11,109.29
043,Casa,Bellavista-La Palmera,tramos,2023-03-01,2023-03-31,58.27,103.95,122.37,0.24/0.10,95.45
043,Casa,Bellavista-La Palmera,tramos,2023-04-01,2023-04-30,58.27,125.55,100.69,0.21/0.11,95.71
043,Casa,Bellavista-La Palmera,tramos,2023-05-01,2023-05-31,58.27,101.6,130.88,0.27/0.14,104.03
043,Casa,Bellavista-La Palmera,tramos,2023-06-01,2023-06-30,58.27,93.48,129.26,0.21/0.15,97.29
043,Casa,Bellavista-La Palmera,tramos,2023-07-01,2023-07-31,58.27,128.52,103.94,0.23/0.15,103.42
043,Casa,Bellavista-La Palmera,tramos,2023-08-01,2023-08-31,58.27,90.76,133.79,0.18/0.12,90.66
043,Casa,Bellavista-La Palmera,tramos,2023-09-01,2023-09-30,58.27,131.12,89.78,0.17/0.18,96.72
043,Casa,Bellavista-La Palmera,tramos,2023-10-01,2023-10-31,58.27,124.7,100.46,0.30/0.16,111.75
043,Casa,Bellavista-La Palmera,tramos,2023-11-01,2023-11-30,58.27,110.4,121.34,0.28/0.14,106.17
